suite,task,episode,annotator,convention,status,path,n_frames,fps,n_seg,pattern,source_archive,orig_filename,sha256
libero_10,put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,b29cd44d27c3688eda05f870ad2834e9,Human3,absorb,ok,annotations/libero_10/put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/b29cd44d27c3688eda05f870ad2834e9/b29cd44d27c3688eda05f870ad2834e9_subtask_Human3.json,229,10.0,3,Pick|Place|Slide,l24_human3_0912.tar.gz,b29cd44d27c3688eda05f870ad2834e9_subtask_Human3.json,e6c5f50235c61d3597be3b1953dc20a7fa5270adef4345396ec28bf88aacfc1a
libero_10,put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,ec4f817d9c2a4de999bd09696b648263,Human1,absorb,ok,annotations/libero_10/put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/ec4f817d9c2a4de999bd09696b648263/ec4f817d9c2a4de999bd09696b648263_subtask_Human1.json,230,10.0,4,Grasp|Place|Move|Push,libero_object_10_Human3 folder,ec4f817d9c2a4de999bd09696b648263_subtask_Human1.json,6eb719b36ca019d3298b8694d9074a1819d3bb5262c6bdd2faf248f7ce26f664
libero_10,put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,ec4f817d9c2a4de999bd09696b648263,Human2,absorb,ok,annotations/libero_10/put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/ec4f817d9c2a4de999bd09696b648263/ec4f817d9c2a4de999bd09696b648263_subtask_Human2.json,230,10.0,3,Grasp|Place|Close,l24_human2_0912.tar.gz,ec4f817d9c2a4de999bd09696b648263_subtask_Human2.json,b1dff636893f8641d5743fcc3b63a31529023899a4bd7363a39940e9693e9ef9
libero_10,put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,ec4f817d9c2a4de999bd09696b648263,Human3,absorb,ok,annotations/libero_10/put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it/ec4f817d9c2a4de999bd09696b648263/ec4f817d9c2a4de999bd09696b648263_subtask_Human3.json,230,10.0,3,Pick|Place|Slide,l24_human3_0912.tar.gz,ec4f817d9c2a4de999bd09696b648263_subtask_Human3.json,8f549b3d509bad63824f0259caf1e9064ab5b2ae8a7c00aef6b3bcc902502f69
libero_10,put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,63f779908655a01c0ca6ee8570abfe80,Human1,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate/63f779908655a01c0ca6ee8570abfe80/63f779908655a01c0ca6ee8570abfe80_subtask_Human1.json,275,10.0,5,Grasp|Place|Grasp|Place|Move,libero_object_10_Human3 folder,63f779908655a01c0ca6ee8570abfe80_subtask_Human1.json,8a58872c307c9db52a9bb5ff88f15e73d267041ca0b1d6c993b22ff195ab6f03
libero_10,put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,63f779908655a01c0ca6ee8570abfe80,Human2,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate/63f779908655a01c0ca6ee8570abfe80/63f779908655a01c0ca6ee8570abfe80_subtask_Human2.json,275,10.0,4,Grasp|Place|Grasp|Place,l24_human2_0912.tar.gz,63f779908655a01c0ca6ee8570abfe80_subtask_Human2.json,b3560b672957cf7da9ea81a7c52efcb45d4b594de7a4aeb35bdb7f1e4f5c2d68
libero_10,put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,63f779908655a01c0ca6ee8570abfe80,Human3,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate/63f779908655a01c0ca6ee8570abfe80/63f779908655a01c0ca6ee8570abfe80_subtask_Human3.json,275,10.0,4,Pick|Place|Pick|Place,l24_human3_0912.tar.gz,63f779908655a01c0ca6ee8570abfe80_subtask_Human3.json,29675cc4f962c0a4038166977587e3a72c95cde735cf3872e66d612a1426e24c
libero_10,put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,d3e02f7a65792461629f910affd2fc63,Human1,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate/d3e02f7a65792461629f910affd2fc63/d3e02f7a65792461629f910affd2fc63_subtask_Human1.json,277,10.0,5,Grasp|Place|Grasp|Place|Move,libero_object_10_Human3 folder,d3e02f7a65792461629f910affd2fc63_subtask_Human1.json,2774dcd1aeb7465d12fee56cfa6c5111694da3a39a981c37721a705a427df996
libero_10,put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,d3e02f7a65792461629f910affd2fc63,Human2,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate/d3e02f7a65792461629f910affd2fc63/d3e02f7a65792461629f910affd2fc63_subtask_Human2.json,277,10.0,4,Grasp|Place|Grasp|Place,l24_human2_0912.tar.gz,d3e02f7a65792461629f910affd2fc63_subtask_Human2.json,6ca92feba512aa30b33626c8452ffe67f54584068e260f3c25a6e1110bc1af23
libero_10,put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,d3e02f7a65792461629f910affd2fc63,Human3,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate/d3e02f7a65792461629f910affd2fc63/d3e02f7a65792461629f910affd2fc63_subtask_Human3.json,277,10.0,4,Pick|Place|Pick|Place,l24_human3_0912.tar.gz,d3e02f7a65792461629f910affd2fc63_subtask_Human3.json,52a8a7a6caf8b4966992a2b4e4bad7046c4d6093494c9a7bc15f1aa06344d913
libero_10,put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,ff3a33419101905ff33e961454b21b06,Human1,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate/ff3a33419101905ff33e961454b21b06/ff3a33419101905ff33e961454b21b06_subtask_Human1.json,292,10.0,5,Grasp|Place|Grasp|Place|Move,libero_object_10_Human3 folder,ff3a33419101905ff33e961454b21b06_subtask_Human1.json,862100915ece5c93e54b22db75d01abd14484c5bd9e8e3fa29e344e5095bf9e1
libero_10,put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,ff3a33419101905ff33e961454b21b06,Human2,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate/ff3a33419101905ff33e961454b21b06/ff3a33419101905ff33e961454b21b06_subtask_Human2.json,292,10.0,4,Grasp|Place|Grasp|Place,l24_human2_0912.tar.gz,ff3a33419101905ff33e961454b21b06_subtask_Human2.json,e571de5f6c5e4bf8b6d6eb2a7a224da183a66a0305d1195261addabc2046c9b6
libero_10,put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,ff3a33419101905ff33e961454b21b06,Human3,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate/ff3a33419101905ff33e961454b21b06/ff3a33419101905ff33e961454b21b06_subtask_Human3.json,292,10.0,4,Pick|Place|Pick|Place,l24_human3_0912.tar.gz,ff3a33419101905ff33e961454b21b06_subtask_Human3.json,effe57b6d14896a13718792d586aff50cd9c91aca685173248fbb56586c182dd
libero_10,put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,8250435635c4053f17d811c65728ea68,Human1,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/8250435635c4053f17d811c65728ea68/8250435635c4053f17d811c65728ea68_subtask_Human1.json,232,10.0,4,Grasp|Place|Grasp|Place,libero_object_10_Human3 folder,8250435635c4053f17d811c65728ea68_subtask_Human1.json,f8b4a916207d1bcb5520b340b1845a50de8afa474fc9a5b1194ae3bf004434c1
libero_10,put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,8250435635c4053f17d811c65728ea68,Human2,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/8250435635c4053f17d811c65728ea68/8250435635c4053f17d811c65728ea68_subtask_Human2.json,232,10.0,4,Grasp|Place|Grasp|Move,l24_human2_0912.tar.gz,8250435635c4053f17d811c65728ea68_subtask_Human2.json,5b8eb888bb9e682cd1f50e9798b536afb6556a21f4514e2544800d41b17b134b
libero_10,put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,8250435635c4053f17d811c65728ea68,Human3,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/8250435635c4053f17d811c65728ea68/8250435635c4053f17d811c65728ea68_subtask_Human3.json,232,10.0,4,Pick|Place|Pick|Place,l24_human3_0912.tar.gz,8250435635c4053f17d811c65728ea68_subtask_Human3.json,0f2093a5b176ba564c1dcdd9a891013e597694312d039a622baa1473bf9250c0
libero_10,put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,b04096415d1942662fbb1098e72105ad,Human1,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/b04096415d1942662fbb1098e72105ad/b04096415d1942662fbb1098e72105ad_subtask_Human1.json,249,10.0,4,Grasp|Place|Grasp|Place,libero_object_10_Human3 folder,b04096415d1942662fbb1098e72105ad_subtask_Human1.json,716162da638d45d0db20ba1a9543b1d4310e3423aa85b11d71717ef7df386b74
libero_10,put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,b04096415d1942662fbb1098e72105ad,Human2,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/b04096415d1942662fbb1098e72105ad/b04096415d1942662fbb1098e72105ad_subtask_Human2.json,249,10.0,4,Grasp|Place|Grasp|Move,l24_human2_0912.tar.gz,b04096415d1942662fbb1098e72105ad_subtask_Human2.json,d9fd845249898816ceed13a561e737b60ed8345db35571217bb4061b431438c7
libero_10,put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,b04096415d1942662fbb1098e72105ad,Human3,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/b04096415d1942662fbb1098e72105ad/b04096415d1942662fbb1098e72105ad_subtask_Human3.json,249,10.0,4,Pick|Place|Pick|Place,l24_human3_0912.tar.gz,b04096415d1942662fbb1098e72105ad_subtask_Human3.json,68eef81a08f7c7d64178b1e29213430d5547375305fd8244f2600f6686ee64ca
libero_10,put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,bc58c5db2128ff5e0c5ffe3a18319471,Human1,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/bc58c5db2128ff5e0c5ffe3a18319471/bc58c5db2128ff5e0c5ffe3a18319471_subtask_Human1.json,247,10.0,4,Grasp|Place|Grasp|Place,libero_object_10_Human3 folder,bc58c5db2128ff5e0c5ffe3a18319471_subtask_Human1.json,a2df9f3dcaffcede83a7f6237816c49c27200b997c239877551f8974a7bda9fe
libero_10,put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,bc58c5db2128ff5e0c5ffe3a18319471,Human2,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/bc58c5db2128ff5e0c5ffe3a18319471/bc58c5db2128ff5e0c5ffe3a18319471_subtask_Human2.json,247,10.0,4,Grasp|Place|Grasp|Move,l24_human2_0912.tar.gz,bc58c5db2128ff5e0c5ffe3a18319471_subtask_Human2.json,a6752f629cbe4b50ab6b73b08609ca34627dbcbc5e7aee47a57282f3c784e3e6
libero_10,put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,bc58c5db2128ff5e0c5ffe3a18319471,Human3,absorb,ok,annotations/libero_10/put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/bc58c5db2128ff5e0c5ffe3a18319471/bc58c5db2128ff5e0c5ffe3a18319471_subtask_Human3.json,247,10.0,4,Pick|Place|Pick|Place,l24_human3_0912.tar.gz,bc58c5db2128ff5e0c5ffe3a18319471_subtask_Human3.json,6edcf485a4820c711c4f18ac397d29813579d51cf92e14da02aa97da6f14423f
libero_10,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,7227696448a604bc6bec1d408d4cd6c5,Human1,absorb,ok,annotations/libero_10/put_the_yellow_and_white_mug_in_the_microwave_and_close_it/7227696448a604bc6bec1d408d4cd6c5/7227696448a604bc6bec1d408d4cd6c5_subtask_Human1.json,255,10.0,4,Grasp|Place|Move|Close,libero_object_10_Human3 folder,7227696448a604bc6bec1d408d4cd6c5_subtask_Human1.json,f575541173ae82b91feb1cfc50df96a1fc798e648ee5c44390402248749d3a41
libero_10,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,7227696448a604bc6bec1d408d4cd6c5,Human2,absorb,ok,annotations/libero_10/put_the_yellow_and_white_mug_in_the_microwave_and_close_it/7227696448a604bc6bec1d408d4cd6c5/7227696448a604bc6bec1d408d4cd6c5_subtask_Human2.json,255,10.0,3,Grasp|Put|Close,l24_human2_0912.tar.gz,7227696448a604bc6bec1d408d4cd6c5_subtask_Human2.json,bbe50e88e26c1ca518864547f090db597f6c679aa66559a56d579321a4ed0cf8
libero_10,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,7227696448a604bc6bec1d408d4cd6c5,Human3,absorb,ok,annotations/libero_10/put_the_yellow_and_white_mug_in_the_microwave_and_close_it/7227696448a604bc6bec1d408d4cd6c5/7227696448a604bc6bec1d408d4cd6c5_subtask_Human3.json,255,10.0,3,Pick|Place|Close,l24_human3_0912.tar.gz,7227696448a604bc6bec1d408d4cd6c5_subtask_Human3.json,991ad5eff052d322f166b93b33e8fe2c6de0830f2ec917570c75716bb7aa067d
libero_10,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,8731c305205348c3070a081589267c38,Human1,absorb,ok,annotations/libero_10/put_the_yellow_and_white_mug_in_the_microwave_and_close_it/8731c305205348c3070a081589267c38/8731c305205348c3070a081589267c38_subtask_Human1.json,449,10.0,4,Grasp|Place|Move|Close,libero_object_10_Human3 folder,8731c305205348c3070a081589267c38_subtask_Human1.json,8967d76d77c442d3ce580cb8f2b627cb2a26e9d08af2aa4caee863712703ac93
libero_10,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,8731c305205348c3070a081589267c38,Human2,absorb,ok,annotations/libero_10/put_the_yellow_and_white_mug_in_the_microwave_and_close_it/8731c305205348c3070a081589267c38/8731c305205348c3070a081589267c38_subtask_Human2.json,449,10.0,3,Grasp|Put|Close,l24_human2_0912.tar.gz,8731c305205348c3070a081589267c38_subtask_Human2.json,c2dc9706f5d8e9d1d19947b247723932aa52a1c6e70954d5105ea0742a0638a2
libero_10,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,8731c305205348c3070a081589267c38,Human3,absorb,ok,annotations/libero_10/put_the_yellow_and_white_mug_in_the_microwave_and_close_it/8731c305205348c3070a081589267c38/8731c305205348c3070a081589267c38_subtask_Human3.json,449,10.0,3,Pick|Place|Close,l24_human3_0912.tar.gz,8731c305205348c3070a081589267c38_subtask_Human3.json,713e9450cea2abcfb4a921361b96deb3ac212ebdca5b8f95373ae89ca9f1dcb1
libero_10,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,e6e33dd24067a0d660e228e6311c6626,Human1,absorb,ok,annotations/libero_10/put_the_yellow_and_white_mug_in_the_microwave_and_close_it/e6e33dd24067a0d660e228e6311c6626/e6e33dd24067a0d660e228e6311c6626_subtask_Human1.json,343,10.0,4,Grasp|Place|Move|Close,libero_object_10_Human3 folder,e6e33dd24067a0d660e228e6311c6626_subtask_Human1.json,45c246f9fbc6fe704d30760ceeecaebc202a674a8a06b9937ba573977aaae730
libero_10,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,e6e33dd24067a0d660e228e6311c6626,Human2,absorb,ok,annotations/libero_10/put_the_yellow_and_white_mug_in_the_microwave_and_close_it/e6e33dd24067a0d660e228e6311c6626/e6e33dd24067a0d660e228e6311c6626_subtask_Human2.json,343,10.0,3,Grasp|Put|Close,l24_human2_0912.tar.gz,e6e33dd24067a0d660e228e6311c6626_subtask_Human2.json,361e6485d275987156c723df712a074afbff7554571325d01cf5206d56ab85c2
libero_10,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,e6e33dd24067a0d660e228e6311c6626,Human3,absorb,ok,annotations/libero_10/put_the_yellow_and_white_mug_in_the_microwave_and_close_it/e6e33dd24067a0d660e228e6311c6626/e6e33dd24067a0d660e228e6311c6626_subtask_Human3.json,343,10.0,3,Pick|Place|Close,l24_human3_0912.tar.gz,e6e33dd24067a0d660e228e6311c6626_subtask_Human3.json,e00e833ae714d304506a9da46c21aaee628d0400ff4504344deae48a59c88132
libero_10,turn_on_the_stove_and_put_the_moka_pot_on_it,1e3755806766f68bdefdd683923905ca,Human1,absorb,ok,annotations/libero_10/turn_on_the_stove_and_put_the_moka_pot_on_it/1e3755806766f68bdefdd683923905ca/1e3755806766f68bdefdd683923905ca_subtask_Human1.json,308,10.0,5,Grasp|Rotate|Grasp|Place|Move,libero_object_10_Human3 folder,1e3755806766f68bdefdd683923905ca_subtask_Human1.json,cfe61a31ae9329c296407ce0c34caa8e01c44cdd7800988d11596af27510577b
libero_10,turn_on_the_stove_and_put_the_moka_pot_on_it,1e3755806766f68bdefdd683923905ca,Human2,absorb,ok,annotations/libero_10/turn_on_the_stove_and_put_the_moka_pot_on_it/1e3755806766f68bdefdd683923905ca/1e3755806766f68bdefdd683923905ca_subtask_Human2.json,308,10.0,5,Grasp|Rotate|Release|Grasp|Place,l24_human2_0912.tar.gz,1e3755806766f68bdefdd683923905ca_subtask_Human2.json,3a211c8e81d4a83cacacd440999a65e9008e287f90f8a918f4ffba75a2847872
libero_10,turn_on_the_stove_and_put_the_moka_pot_on_it,1e3755806766f68bdefdd683923905ca,Human3,absorb,ok,annotations/libero_10/turn_on_the_stove_and_put_the_moka_pot_on_it/1e3755806766f68bdefdd683923905ca/1e3755806766f68bdefdd683923905ca_subtask_Human3.json,308,10.0,4,Grasp|Turn|Pick|Place,l24_human3_0912.tar.gz,1e3755806766f68bdefdd683923905ca_subtask_Human3.json,190756c316052dbe80fe288821c369222b6df03ee72bb802a8cfa3319aa53504
libero_10,turn_on_the_stove_and_put_the_moka_pot_on_it,3157fa8215d35be37996a7b6505f1733,Human1,absorb,ok,annotations/libero_10/turn_on_the_stove_and_put_the_moka_pot_on_it/3157fa8215d35be37996a7b6505f1733/3157fa8215d35be37996a7b6505f1733_subtask_Human1.json,255,10.0,4,Grasp|Rotate|Grasp|Place,libero_object_10_Human3 folder,3157fa8215d35be37996a7b6505f1733_subtask_Human1.json,60c429fa6c1d65bc94a09fc8e3bd39fbcc670e886f0d82e28bbd8894b3639bf9
libero_10,turn_on_the_stove_and_put_the_moka_pot_on_it,3157fa8215d35be37996a7b6505f1733,Human2,absorb,ok,annotations/libero_10/turn_on_the_stove_and_put_the_moka_pot_on_it/3157fa8215d35be37996a7b6505f1733/3157fa8215d35be37996a7b6505f1733_subtask_Human2.json,255,10.0,5,Reach|Rotate|Release|Grasp|Place,l24_human2_0912.tar.gz,3157fa8215d35be37996a7b6505f1733_subtask_Human2.json,f84a26903614be73cca70f988e625f4f311f2e8dd5665a985b3cd3741c848442
libero_10,turn_on_the_stove_and_put_the_moka_pot_on_it,3157fa8215d35be37996a7b6505f1733,Human3,absorb,ok,annotations/libero_10/turn_on_the_stove_and_put_the_moka_pot_on_it/3157fa8215d35be37996a7b6505f1733/3157fa8215d35be37996a7b6505f1733_subtask_Human3.json,255,10.0,4,Grasp|Turn|Pick|Place,l24_human3_0912.tar.gz,3157fa8215d35be37996a7b6505f1733_subtask_Human3.json,ec4454019bfc96a70ac91537b78b4259a75c1aa792cc2a19b6d2dd2a9f67a26c
libero_10,turn_on_the_stove_and_put_the_moka_pot_on_it,b24fe5969a0d37b2cbdd637ad59cc19d,Human1,absorb,ok,annotations/libero_10/turn_on_the_stove_and_put_the_moka_pot_on_it/b24fe5969a0d37b2cbdd637ad59cc19d/b24fe5969a0d37b2cbdd637ad59cc19d_subtask_Human1.json,290,10.0,4,Grasp|Rotate|Grasp|Place,libero_object_10_Human3 folder,b24fe5969a0d37b2cbdd637ad59cc19d_subtask_Human1.json,46d428729854ce385ce3f95ddcf87b5bacb26a248c5c7378e4d30b05bbd521fe
libero_10,turn_on_the_stove_and_put_the_moka_pot_on_it,b24fe5969a0d37b2cbdd637ad59cc19d,Human2,absorb,ok,annotations/libero_10/turn_on_the_stove_and_put_the_moka_pot_on_it/b24fe5969a0d37b2cbdd637ad59cc19d/b24fe5969a0d37b2cbdd637ad59cc19d_subtask_Human2.json,290,10.0,5,Reach|Rotate|Release|Grasp|Place,Human2 corrected resubmission 0912,b24fe5969a0d37b2cbdd637ad59cc19d_subtask_Human2.json,4d0af36b44330a83dacea61813f963eefe76c5ca92473f79cfa01c2d0e761772
libero_10,turn_on_the_stove_and_put_the_moka_pot_on_it,b24fe5969a0d37b2cbdd637ad59cc19d,Human3,absorb,ok,annotations/libero_10/turn_on_the_stove_and_put_the_moka_pot_on_it/b24fe5969a0d37b2cbdd637ad59cc19d/b24fe5969a0d37b2cbdd637ad59cc19d_subtask_Human3.json,290,10.0,4,Grasp|Turn|Pick|Place,l24_human3_0912.tar.gz,b24fe5969a0d37b2cbdd637ad59cc19d_subtask_Human3.json,82cfd57dd59b319b05737c6657937e10582865de070f1f717fd9ab9da4df8f2b
libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,398e4699f9e4519bc21544e7d50bab53,Human1,absorb,ok,annotations/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/398e4699f9e4519bc21544e7d50bab53/398e4699f9e4519bc21544e7d50bab53_subtask_Human1.json,152,10.0,3,Grasp|Place|Move,l24_object_fine_0911.tar.gz,398e4699f9e4519bc21544e7d50bab53_subtask_Human1.json,164d805d47709b1a1cf7ddef26cfbf5f6609e939b9952549bb49c63a9b9d034a
libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,398e4699f9e4519bc21544e7d50bab53,Human1,fine,ok,annotations/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/398e4699f9e4519bc21544e7d50bab53/398e4699f9e4519bc21544e7d50bab53_subtask_S_Human1.json,152,10.0,5,Move|Grasp|Move|Place|Move,l24_object_fine_0911.tar.gz,398e4699f9e4519bc21544e7d50bab53_subtask_S_Human1.json,a3cbdc07f3c0b7a035b99592a22b9f8161ed5ca77c5031c183052b9f68ead2f7
libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,398e4699f9e4519bc21544e7d50bab53,Human2,absorb,ok,annotations/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/398e4699f9e4519bc21544e7d50bab53/398e4699f9e4519bc21544e7d50bab53_subtask_Human2.json,152,10.0,3,Grasp|Place|Release,l24_human2_0912.tar.gz,398e4699f9e4519bc21544e7d50bab53_subtask_Human2.json,49a0a8f74bb165f963f2c24366d1824c2d38e7093f35e7f7686ff192945b8947
libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,398e4699f9e4519bc21544e7d50bab53,Human2,fine,ok,annotations/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/398e4699f9e4519bc21544e7d50bab53/398e4699f9e4519bc21544e7d50bab53_subtask_S_Human2.json,152,10.0,4,Move|Grasp|Place|Release,l24_human2_0912.tar.gz,398e4699f9e4519bc21544e7d50bab53_subtask_S_Human2.json,505b38eb647b1bbe6c056ff751efe130f11e774e0ac71d273535bfcacd602e1b
libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,398e4699f9e4519bc21544e7d50bab53,Human3,absorb,ok,annotations/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/398e4699f9e4519bc21544e7d50bab53/398e4699f9e4519bc21544e7d50bab53_subtask_Human3.json,152,10.0,2,Pick|Put,l24_human3_0912.tar.gz,398e4699f9e4519bc21544e7d50bab53_subtask_Human3.json,4a7a1623089c93b5a726663a166ba03cd28438444e959c5bcdb156fcf0a0ed1d
libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,398e4699f9e4519bc21544e7d50bab53,Human3,fine,ok,annotations/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/398e4699f9e4519bc21544e7d50bab53/398e4699f9e4519bc21544e7d50bab53_subtask_S_Human3.json,152,10.0,4,Move|Grasp|Move|Put,l24_human3_0912.tar.gz,398e4699f9e4519bc21544e7d50bab53_subtask_S_Human3.json,390830c517294a42bfdbb2bd000e8ccdc290420ac3add998794e61fb0948e7ff
libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,9574cf9f97e04f5d46124fe32ee6e219,Human1,absorb,ok,annotations/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/9574cf9f97e04f5d46124fe32ee6e219/9574cf9f97e04f5d46124fe32ee6e219_subtask_Human1.json,149,10.0,3,Grasp|Place|Move,l24_object_fine_0911.tar.gz,9574cf9f97e04f5d46124fe32ee6e219_subtask_Human1.json,6763a147471de9fb7fb7611fb992603c26f431903f22c5b0a55275a3941ea8ae
libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,9574cf9f97e04f5d46124fe32ee6e219,Human1,fine,ok,annotations/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/9574cf9f97e04f5d46124fe32ee6e219/9574cf9f97e04f5d46124fe32ee6e219_subtask_S_Human1.json,149,10.0,5,Move|Grasp|Move|Place|Move,l24_object_fine_0911.tar.gz,9574cf9f97e04f5d46124fe32ee6e219_subtask_S_Human1.json,9912718017668fad59760d6dd4e21a49a6599adb489e7fb57f056cb38e303bc2
libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,9574cf9f97e04f5d46124fe32ee6e219,Human2,absorb,ok,annotations/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/9574cf9f97e04f5d46124fe32ee6e219/9574cf9f97e04f5d46124fe32ee6e219_subtask_Human2.json,149,10.0,3,Grasp|Place|Release,l24_human2_0912.tar.gz,9574cf9f97e04f5d46124fe32ee6e219_subtask_Human2.json,f533777ab86451ee202b5d1ca2dd5115703621006cb8876b62ecae6ecd664ab9
libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,9574cf9f97e04f5d46124fe32ee6e219,Human2,fine,ok,annotations/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/9574cf9f97e04f5d46124fe32ee6e219/9574cf9f97e04f5d46124fe32ee6e219_subtask_S_Human2.json,149,10.0,4,Move|Grasp|Place|Move,l24_human2_0912.tar.gz,9574cf9f97e04f5d46124fe32ee6e219_subtask_S_Human2.json,6c9976e4ea67b3a9cf5e9084d8c6f93130a70de2e0a5f90a4b29739670f2eb34
